InvoiceID,Amt,Qty,Discounted,InvoiceSource,customer_SK,product_SK,SaleDate_SK,supplier_SK,Method_SK,OrderDate_SK
7194,6930,42,N,TPCW,85,144,33,13,37,1
7293,25080,152,N,TPCW,91,144,1528,13,37,1
7299,4785,29,N,TPCW,94,144,1519,13,37,1
7418,24255,147,N,TPCW,84,144,1874,13,37,1
7440,9075,55,N,TPCW,84,144,1261,13,37,1
7471,9405,57,N,TPCW,102,144,1665,13,37,1
7543,30855,187,N,TPCW,109,144,1929,13,37,1
7707,5610,34,N,TPCW,120,144,1721,13,37,1
7987,24255,147,N,TPCW,113,144,1690,13,37,1
8012,33000,200,N,TPCW,88,144,514,13,37,1
8132,28215,171,N,TPCW,121,144,1326,13,37,1
8207,13035,79,N,TPCW,98,144,197,13,37,1
8240,32670,198,N,TPCW,93,144,867,13,37,1
8244,32670,198,N,TPCW,113,144,210,13,37,1
8289,30690,186,N,TPCW,118,144,812,13,37,1
8293,15015,91,N,TPCW,111,144,1412,13,37,1
8296,3135,19,N,TPCW,95,144,1837,13,37,1
8358,10395,63,N,TPCW,95,144,1384,13,37,1
8367,29205,177,N,TPCW,90,144,1536,13,37,1
8560,9405,57,N,TPCW,108,144,1383,13,37,1
8607,7095,43,N,TPCW,86,144,1198,13,37,1
8702,18480,112,N,TPCW,83,144,545,13,37,1
8806,12210,74,N,TPCW,82,144,1831,13,37,1
8861,20130,122,N,TPCW,94,144,1305,13,37,1
8893,17490,106,N,TPCW,81,144,1788,13,37,1
8985,32340,196,N,TPCW,84,144,693,13,37,1
9081,30030,182,N,TPCW,115,144,507,13,37,1
9109,5445,33,N,TPCW,101,144,628,13,37,1
9192,14850,90,N,TPCW,109,144,563,13,37,1
9222,29205,177,N,TPCW,86,144,2084,13,37,1
9321,20955,127,N,TPCW,95,144,1889,13,37,1
9523,26235,159,N,TPCW,89,144,817,13,37,1
9680,23100,140,N,TPCW,98,144,1977,13,37,1
9733,4950,30,N,TPCW,112,144,1318,13,37,1
9735,29370,178,N,TPCW,82,144,1989,13,37,1
9768,3300,20,N,TPCW,98,144,1442,13,37,1
9792,5115,31,N,TPCW,88,144,1554,13,37,1
9866,1650,10,N,TPCW,91,144,679,13,37,1
9924,3300,20,N,TPCW,98,144,912,13,37,1
9955,24585,149,N,TPCW,96,144,656,13,37,1
10144,26070,158,N,TPCW,108,144,2051,13,37,1
10260,7755,47,N,TPCW,92,144,2004,13,37,1
10294,21450,130,N,TPCW,101,144,1812,13,37,1
10475,19140,116,N,TPCW,101,144,741,13,37,1
10479,6435,39,N,TPCW,87,144,1499,13,37,1
10509,26070,158,N,TPCW,86,144,1384,13,37,1
10593,21450,130,N,TPCW,85,144,753,13,37,1
10746,7425,45,N,TPCW,119,144,1261,13,37,1
10868,22110,134,N,TPCW,112,144,603,13,37,1
11001,3465,21,N,TPCW,93,144,1578,13,37,1
11142,25575,155,N,TPCW,106,144,535,13,37,1
11212,18810,114,N,TPCW,111,144,1547,13,37,1
11262,2970,18,N,TPCW,82,144,97,13,37,1
11310,3630,22,N,TPCW,104,144,1238,13,37,1
11344,9570,58,N,TPCW,84,144,1761,13,37,1
11441,23265,141,N,TPCW,115,144,1359,13,37,1
11589,18645,113,N,TPCW,84,144,218,13,37,1
11866,32835,199,N,TPCW,119,144,1570,13,37,1
11873,22440,136,N,TPCW,94,144,1499,13,37,1
11998,3135,19,N,TPCW,118,144,1362,13,37,1
12275,8745,53,N,TPCW,83,144,737,13,37,1
12329,17655,107,N,TPCW,111,144,1836,13,37,1
12330,16830,102,N,TPCW,118,144,1613,13,37,1
12366,22605,137,N,TPCW,87,144,1902,13,37,1
12382,27390,166,N,TPCW,85,144,181,13,37,1
12438,30690,186,N,TPCW,81,144,1433,13,37,1
12491,27555,167,N,TPCW,111,144,1332,13,37,1
12540,30030,182,N,TPCW,102,144,821,13,37,1
12568,5775,35,N,TPCW,101,144,1927,13,37,1
12707,13695,83,N,TPCW,109,144,1532,13,37,1
12818,11055,67,N,TPCW,96,144,1009,13,37,1
12977,21615,131,N,TPCW,101,144,646,13,37,1
13007,17820,108,N,TPCW,101,144,320,13,37,1
13054,17160,104,N,TPCW,104,144,1837,13,37,1
13294,19965,121,N,TPCW,93,144,198,13,37,1
13417,31680,192,N,TPCW,94,144,1876,13,37,1
13478,5775,35,N,TPCW,119,144,463,13,37,1
13486,29040,176,N,TPCW,106,144,64,13,37,1
13662,11880,72,N,TPCW,99,144,1451,13,37,1
13668,10725,65,N,TPCW,113,144,893,13,37,1
13711,31680,192,N,TPCW,106,144,799,13,37,1
13817,6765,41,N,TPCW,119,144,1412,13,37,1
13931,14190,86,N,TPCW,95,144,910,13,37,1
13964,30360,184,N,TPCW,112,144,686,13,37,1
13981,26235,159,N,TPCW,104,144,58,13,37,1
14024,3465,21,N,TPCW,111,144,1583,13,37,1
14117,27060,164,N,TPCW,101,144,1575,13,37,1
14164,3300,20,N,TPCW,115,144,1403,13,37,1
14197,23265,141,N,TPCW,93,144,1553,13,37,1
14262,10395,63,N,TPCW,88,144,500,13,37,1
14276,6600,40,N,TPCW,84,144,17,13,37,1
14283,12045,73,N,TPCW,115,144,501,13,37,1
14345,19140,116,N,TPCW,112,144,1391,13,37,1
14685,24420,148,N,TPCW,120,144,1515,13,37,1
14697,17655,107,N,TPCW,102,144,6,13,37,1
14782,21615,131,N,TPCW,117,144,264,13,37,1
14816,9075,55,N,TPCW,105,144,292,13,37,1
14864,8910,54,N,TPCW,120,144,575,13,37,1
14946,18645,113,N,TPCW,115,144,2113,13,37,1
14949,7260,44,N,TPCW,89,144,1567,13,37,1
14968,13530,82,N,TPCW,94,144,433,13,37,1
15014,6105,37,N,TPCW,104,144,560,13,37,1
15047,29370,178,N,TPCW,118,144,1418,13,37,1
15144,2970,18,N,TPCW,102,144,1369,13,37,1
15179,11715,71,N,TPCW,115,144,988,13,37,1
15235,12705,77,N,TPCW,83,144,873,13,37,1
15370,32670,198,N,TPCW,110,144,754,13,37,1
15437,11880,72,N,TPCW,121,144,1799,13,37,1
15561,14685,89,N,TPCW,109,144,1392,13,37,1
15614,17490,106,N,TPCW,88,144,1389,13,37,1
15749,3300,20,N,TPCW,103,144,1520,13,37,1
15755,16500,100,N,TPCW,94,144,509,13,37,1
15820,7260,44,N,TPCW,86,144,1547,13,37,1
15839,10230,62,N,TPCW,90,144,1899,13,37,1
15875,16335,99,N,TPCW,118,144,638,13,37,1
16033,12870,78,N,TPCW,102,144,1662,13,37,1
16043,22440,136,N,TPCW,99,144,1855,13,37,1
16054,32670,198,N,TPCW,113,144,1875,13,37,1
16160,13530,82,N,TPCW,95,144,2016,13,37,1
16201,11880,72,N,TPCW,112,144,799,13,37,1
16253,20955,127,N,TPCW,100,144,426,13,37,1
16260,9570,58,N,TPCW,108,144,1813,13,37,1
16269,31185,189,N,TPCW,82,144,1499,13,37,1
16270,28545,173,N,TPCW,118,144,1889,13,37,1
16336,13200,80,N,TPCW,111,144,516,13,37,1
16546,22935,139,N,TPCW,118,144,275,13,37,1
16564,27720,168,N,TPCW,92,144,673,13,37,1
16589,7260,44,N,TPCW,89,144,271,13,37,1
16600,1650,10,N,TPCW,114,144,173,13,37,1
16623,9075,55,N,TPCW,98,144,1874,13,37,1
16887,7095,43,N,TPCW,113,144,1361,13,37,1
16906,20130,122,N,TPCW,103,144,622,13,37,1
16938,11880,72,N,TPCW,113,144,1976,13,37,1
16940,32175,195,N,TPCW,93,144,858,13,37,1
16985,23925,145,N,TPCW,105,144,1314,13,37,1
17010,20790,126,N,TPCW,81,144,1782,13,37,1
17137,16995,103,N,TPCW,85,144,317,13,37,1
17151,32010,194,N,TPCW,109,144,477,13,37,1
17264,31185,189,N,TPCW,116,144,1287,13,37,1
17283,5610,34,N,TPCW,87,144,1381,13,37,1
17293,24090,146,N,TPCW,87,144,1403,13,37,1
17454,24255,147,N,TPCW,98,144,777,13,37,1
17468,11385,69,N,TPCW,114,144,478,13,37,1
17473,20955,127,N,TPCW,107,144,1124,13,37,1
17528,9570,58,N,TPCW,81,144,795,13,37,1
17610,6270,38,N,TPCW,107,144,1677,13,37,1
17794,31350,190,N,TPCW,118,144,1872,13,37,1
17820,7920,48,N,TPCW,120,144,1001,13,37,1
17878,5610,34,N,TPCW,81,144,878,13,37,1
17977,29865,181,N,TPCW,82,144,520,13,37,1
18014,13530,82,N,TPCW,102,144,72,13,37,1
18036,15015,91,N,TPCW,85,144,1479,13,37,1
18124,17655,107,N,TPCW,89,144,1836,13,37,1
18297,31680,192,N,TPCW,91,144,1263,13,37,1
18300,16830,102,N,TPCW,110,144,1614,13,37,1
18342,22605,137,N,TPCW,96,144,1528,13,37,1
18380,9735,59,N,TPCW,115,144,1660,13,37,1
18669,14850,90,N,TPCW,118,144,1018,13,37,1
18779,14190,86,N,TPCW,90,144,1905,13,37,1
19039,14520,88,N,TPCW,105,144,1032,13,37,1
19106,7095,43,N,TPCW,90,144,200,13,37,1
19125,31515,191,N,TPCW,99,144,890,13,37,1
19159,14355,87,N,TPCW,100,144,771,13,37,1
19190,16665,101,N,TPCW,105,144,788,13,37,1
19263,7920,48,N,TPCW,120,144,1551,13,37,1
19315,22275,135,N,TPCW,96,144,1327,13,37,1
19350,4290,26,N,TPCW,106,144,775,13,37,1
19471,18975,115,N,TPCW,114,144,178,13,37,1
19482,31845,193,N,TPCW,101,144,1371,13,37,1
19498,18150,110,N,TPCW,102,144,886,13,37,1
19578,17820,108,N,TPCW,114,144,1853,13,37,1
19597,16005,97,N,TPCW,116,144,588,13,37,1
19819,8415,51,N,TPCW,113,144,127,13,37,1
19858,21120,128,N,TPCW,108,144,1914,13,37,1
19947,3960,24,N,TPCW,115,144,411,13,37,1
19960,12375,75,N,TPCW,94,144,438,13,37,1
19982,5775,35,N,TPCW,87,144,1950,13,37,1
20050,19965,121,N,TPCW,106,144,1623,13,37,1
20107,9405,57,N,TPCW,113,144,817,13,37,1
20116,19965,121,N,TPCW,117,144,946,13,37,1
20205,4125,25,N,TPCW,87,144,1547,13,37,1
20206,31515,191,N,TPCW,113,144,743,13,37,1
20263,20295,123,N,TPCW,116,144,1383,13,37,1
20456,9240,56,N,TPCW,88,144,1910,13,37,1
20511,2970,18,N,TPCW,83,144,1288,13,37,1
20517,5940,36,N,TPCW,93,144,50,13,37,1
20527,20460,124,N,TPCW,95,144,532,13,37,1
20667,30030,182,N,TPCW,120,144,1320,13,37,1
20763,6435,39,N,TPCW,120,144,2052,13,37,1
20838,17820,108,N,TPCW,102,144,1495,13,37,1
20959,8580,52,N,TPCW,117,144,1512,13,37,1
20983,30030,182,N,TPCW,85,144,684,13,37,1
21044,30195,183,N,TPCW,87,144,1056,13,37,1
21147,15345,93,N,TPCW,91,144,884,13,37,1
21183,4620,28,N,TPCW,107,144,261,13,37,1
21189,24255,147,N,TPCW,81,144,638,13,37,1
21266,30360,184,N,TPCW,84,144,602,13,37,1
21293,12045,73,N,TPCW,103,144,2065,13,37,1
21412,14355,87,N,TPCW,109,144,1534,13,37,1
21443,25740,156,N,TPCW,120,144,228,13,37,1
21694,9075,55,N,TPCW,84,144,1848,13,37,1
21739,27225,165,N,TPCW,116,144,161,13,37,1
21754,6105,37,N,TPCW,91,144,855,13,37,1
21812,10065,61,N,TPCW,91,144,1753,13,37,1
21815,2640,16,N,TPCW,90,144,1477,13,37,1
22148,2970,18,N,TPCW,95,144,1451,13,37,1
22483,30030,182,N,TPCW,119,144,487,13,37,1
22538,18645,113,N,TPCW,89,144,182,13,37,1
22602,20955,127,N,TPCW,113,144,815,13,37,1
22797,28380,172,N,TPCW,106,144,306,13,37,1
22909,2310,14,N,TPCW,81,144,1681,13,37,1
23007,16500,100,N,TPCW,108,144,1809,13,37,1
23017,33000,200,N,TPCW,120,144,849,13,37,1
23089,27390,166,N,TPCW,88,144,1767,13,37,1
23140,14850,90,N,TPCW,82,144,1256,13,37,1
23193,24255,147,N,TPCW,113,144,159,13,37,1
23202,7425,45,N,TPCW,84,144,1316,13,37,1
23720,23430,142,N,TPCW,108,144,1335,13,37,1
23808,14355,87,N,TPCW,84,144,1218,13,37,1
23935,23925,145,N,TPCW,104,144,157,13,37,1
24025,1650,10,N,TPCW,111,144,964,13,37,1
24258,25740,156,N,TPCW,102,144,1515,13,37,1
24359,11220,68,N,TPCW,116,144,991,13,37,1
24402,31845,193,N,TPCW,112,144,493,13,37,1
24404,25740,156,N,TPCW,99,144,456,13,37,1
24462,21120,128,N,TPCW,104,144,1083,13,37,1
24541,9735,59,N,TPCW,88,144,449,13,37,1
24681,15510,94,N,TPCW,95,144,710,13,37,1
24690,11715,71,N,TPCW,103,144,1306,13,37,1
24760,27720,168,N,TPCW,98,144,1757,13,37,1
24771,30690,186,N,TPCW,89,144,815,13,37,1
24823,19965,121,N,TPCW,107,144,24,13,37,1
24855,25080,152,N,TPCW,87,144,30,13,37,1
24874,3630,22,N,TPCW,100,144,267,13,37,1
24902,17325,105,N,TPCW,104,144,1588,13,37,1
24907,4785,29,N,TPCW,112,144,228,13,37,1
25091,28380,172,N,TPCW,121,144,216,13,37,1
25293,10560,64,N,TPCW,101,144,1327,13,37,1
25426,29700,180,N,TPCW,84,144,1320,13,37,1
25507,21615,131,N,TPCW,96,144,949,13,37,1
25552,23100,140,N,TPCW,115,144,2126,13,37,1
25640,30030,182,N,TPCW,121,144,1240,13,37,1
25714,27060,164,N,TPCW,93,144,1552,13,37,1
25729,30195,183,N,TPCW,86,144,1119,13,37,1
25845,22770,138,N,TPCW,117,144,447,13,37,1
25972,6105,37,N,TPCW,120,144,700,13,37,1
26087,30525,185,N,TPCW,120,144,1866,13,37,1
26130,3465,21,N,TPCW,105,144,1695,13,37,1
26185,26070,158,N,TPCW,118,144,1853,13,37,1
26200,20790,126,N,TPCW,89,144,574,13,37,1
26238,28710,174,N,TPCW,117,144,326,13,37,1
26282,25740,156,N,TPCW,101,144,767,13,37,1
26352,8745,53,N,TPCW,99,144,904,13,37,1
26381,13365,81,N,TPCW,85,144,585,13,37,1
26478,23100,140,N,TPCW,94,144,1373,13,37,1
26518,15840,96,N,TPCW,86,144,2120,13,37,1
26527,28380,172,N,TPCW,113,144,481,13,37,1
26529,10065,61,N,TPCW,118,144,1295,13,37,1
26615,10725,65,N,TPCW,113,144,81,13,37,1
26617,32835,199,N,TPCW,118,144,1575,13,37,1
26634,30855,187,N,TPCW,108,144,1024,13,37,1
26682,28050,170,N,TPCW,96,144,1276,13,37,1
26799,31185,189,N,TPCW,106,144,970,13,37,1
26834,6435,39,N,TPCW,87,144,1563,13,37,1
26944,15840,96,N,TPCW,117,144,1899,13,37,1
26970,15675,95,N,TPCW,95,144,498,13,37,1
27292,3135,19,N,TPCW,90,144,1107,13,37,1
27365,5940,36,N,TPCW,106,144,434,13,37,1
27413,18480,112,N,TPCW,115,144,1862,13,37,1
27569,22935,139,N,TPCW,115,144,1127,13,37,1
27667,11880,72,N,TPCW,107,144,1031,13,37,1
27726,8085,49,N,TPCW,93,144,690,13,37,1
27848,29370,178,N,TPCW,89,144,1920,13,37,1
27889,4455,27,N,TPCW,87,144,862,13,37,1
27924,17820,108,N,TPCW,86,144,1817,13,37,1
27983,29865,181,N,TPCW,117,144,866,13,37,1
28106,21120,128,N,TPCW,81,144,57,13,37,1
28269,4290,26,N,TPCW,116,144,1422,13,37,1
28376,30195,183,N,TPCW,94,144,1729,13,37,1
28502,2640,16,N,TPCW,107,144,1085,13,37,1
28514,9405,57,N,TPCW,107,144,1070,13,37,1
28656,13200,80,N,TPCW,86,144,1243,13,37,1
28758,2310,14,N,TPCW,109,144,1264,13,37,1
28767,3465,21,N,TPCW,102,144,1712,13,37,1
28800,25245,153,N,TPCW,116,144,519,13,37,1
28873,11385,69,N,TPCW,116,144,981,13,37,1
28893,22275,135,N,TPCW,102,144,2027,13,37,1
28913,26235,159,N,TPCW,94,144,589,13,37,1
28973,2970,18,N,TPCW,90,144,160,13,37,1
29065,19635,119,N,TPCW,119,144,225,13,37,1
29211,6930,42,N,TPCW,94,144,1017,13,37,1
29362,4785,29,N,TPCW,83,144,1562,13,37,1
29366,14190,86,N,TPCW,117,144,455,13,37,1
29477,8910,54,N,TPCW,83,144,1801,13,37,1
29701,18645,113,N,TPCW,91,144,208,13,37,1
29852,12870,78,N,TPCW,109,144,2024,13,37,1
29858,31680,192,N,TPCW,116,144,1660,13,37,1
29930,2310,14,N,TPCW,103,144,1454,13,37,1
29933,16335,99,N,TPCW,106,144,960,13,37,1
30019,18480,112,N,TPCW,89,144,848,13,37,1
30067,17655,107,N,TPCW,113,144,943,13,37,1
30081,2475,15,N,TPCW,94,144,1722,13,37,1
30205,20460,124,N,TPCW,93,144,1869,13,37,1
30238,13695,83,N,TPCW,99,144,522,13,37,1
30251,10065,61,N,TPCW,85,144,1278,13,37,1
30319,7755,47,N,TPCW,92,144,1384,13,37,1
30372,32340,196,N,TPCW,89,144,303,13,37,1
30487,28545,173,N,TPCW,112,144,755,13,37,1
30522,17160,104,N,TPCW,101,144,547,13,37,1
30562,3465,21,N,TPCW,118,144,1641,13,37,1
30704,28710,174,N,TPCW,89,144,1903,13,37,1
30761,7755,47,N,TPCW,117,144,680,13,37,1
30809,28545,173,N,TPCW,110,144,1975,13,37,1
30817,14355,87,N,TPCW,105,144,744,13,37,1
30961,14850,90,N,TPCW,88,144,687,13,37,1
30998,17655,107,N,TPCW,116,144,1441,13,37,1
31068,2805,17,N,TPCW,115,144,1580,13,37,1
31212,18810,114,N,TPCW,105,144,596,13,37,1
31272,16170,98,N,TPCW,121,144,971,13,37,1
31358,11220,68,N,TPCW,99,144,1789,13,37,1
31360,15015,91,N,TPCW,87,144,1714,13,37,1
31548,19305,117,N,TPCW,100,144,1851,13,37,1
31675,23595,143,N,TPCW,87,144,1913,13,37,1
31678,13200,80,N,TPCW,121,144,1138,13,37,1
31685,21780,132,N,TPCW,121,144,1171,13,37,1
31975,13530,82,N,TPCW,88,144,1123,13,37,1
32045,23430,142,N,TPCW,89,144,929,13,37,1
32100,13530,82,N,TPCW,118,144,1953,13,37,1
32248,12870,78,N,TPCW,96,144,1313,13,37,1
32250,24510,172,Y,TPCW,98,144,2114,13,37,1
32304,27720,168,N,TPCW,121,144,2001,13,37,1
32320,16335,99,N,TPCW,106,144,481,13,37,1
32344,22770,138,N,TPCW,98,144,489,13,37,1
32355,17655,107,N,TPCW,106,144,1744,13,37,1
32463,3465,21,N,TPCW,82,144,1556,13,37,1
32517,8745,53,N,TPCW,114,144,1827,13,37,1
32521,28545,173,N,TPCW,98,144,1333,13,37,1
32619,32010,194,N,TPCW,100,144,1466,13,37,1
32678,15510,94,N,TPCW,83,144,888,13,37,1
32744,12375,75,N,TPCW,113,144,1534,13,37,1
33033,8580,52,N,TPCW,92,144,1790,13,37,1
33124,23760,144,N,TPCW,104,144,46,13,37,1
33144,13695,83,N,TPCW,121,144,943,13,37,1
33212,3630,22,N,TPCW,89,144,414,13,37,1
33273,9570,58,N,TPCW,81,144,240,13,37,1
33296,21945,133,N,TPCW,94,144,936,13,37,1
33316,9900,60,N,TPCW,83,144,1552,13,37,1
33430,12705,77,N,TPCW,95,144,1682,13,37,1
33493,28710,174,N,TPCW,112,144,1390,13,37,1
33709,11880,72,N,TPCW,116,144,292,13,37,1
33828,21615,131,N,TPCW,93,144,1890,13,37,1
33885,6105,37,N,TPCW,85,144,271,13,37,1
34011,29535,179,N,TPCW,118,144,131,13,37,1
34101,5940,36,N,TPCW,87,144,1754,13,37,1
34329,29040,176,N,TPCW,106,144,1392,13,37,1
34382,8580,52,N,TPCW,121,144,1747,13,37,1
34525,32175,195,N,TPCW,84,144,95,13,37,1
34557,16170,98,N,TPCW,107,144,591,13,37,1
34565,16665,101,N,TPCW,117,144,699,13,37,1
34677,9240,56,N,TPCW,113,144,1463,13,37,1
34682,2805,17,N,TPCW,87,144,1200,13,37,1
34739,28380,172,N,TPCW,102,144,315,13,37,1
34759,6600,40,N,TPCW,83,144,1423,13,37,1
34762,18975,115,N,TPCW,103,144,664,13,37,1
34861,32670,198,N,TPCW,121,144,1659,13,37,1
34974,6765,41,N,TPCW,101,144,392,13,37,1
35048,8745,53,N,TPCW,116,144,1404,13,37,1
35207,14025,85,N,TPCW,92,144,772,13,37,1
35212,13365,81,N,TPCW,84,144,1223,13,37,1
35297,4290,26,N,TPCW,101,144,1089,13,37,1
35454,20955,127,N,TPCW,118,144,538,13,37,1
35727,12540,76,N,TPCW,104,144,1705,13,37,1
35915,22275,135,N,TPCW,90,144,1935,13,37,1
35983,7260,44,N,TPCW,100,144,1724,13,37,1
36016,8745,53,N,TPCW,117,144,1173,13,37,1
36053,4620,28,N,TPCW,111,144,1532,13,37,1
36066,14850,90,N,TPCW,102,144,229,13,37,1
36098,18975,115,N,TPCW,101,144,134,13,37,1
36131,16995,103,N,TPCW,109,144,2082,13,37,1
36189,7920,48,N,TPCW,91,144,1668,13,37,1
36191,1980,12,N,TPCW,117,144,1299,13,37,1
36228,21615,131,N,TPCW,84,144,175,13,37,1
36241,12540,76,N,TPCW,105,144,544,13,37,1
36292,20955,127,N,TPCW,116,144,1862,13,37,1
36324,30360,184,N,TPCW,113,144,1712,13,37,1
36460,2640,16,N,TPCW,82,144,1647,13,37,1
36464,31185,189,N,TPCW,102,144,384,13,37,1
36472,10560,64,N,TPCW,106,144,909,13,37,1
36544,10560,64,N,TPCW,119,144,337,13,37,1
36582,22770,138,N,TPCW,85,144,87,13,37,1
36588,12870,78,N,TPCW,85,144,1548,13,37,1
36761,20295,123,N,TPCW,92,144,161,13,37,1
36828,12705,77,N,TPCW,114,144,1816,13,37,1
36851,20460,124,N,TPCW,95,144,1841,13,37,1
37100,1815,11,N,TPCW,107,144,1903,13,37,1
37110,30195,183,N,TPCW,90,144,1323,13,37,1
37171,31020,188,N,TPCW,110,144,139,13,37,1
37265,17160,104,N,TPCW,100,144,1540,13,37,1
37275,25740,156,N,TPCW,87,144,294,13,37,1
37368,10065,61,N,TPCW,92,144,141,13,37,1
37372,22605,137,N,TPCW,86,144,1015,13,37,1
37379,24420,148,N,TPCW,88,144,1905,13,37,1
37406,21945,133,N,TPCW,82,144,142,13,37,1
37607,23925,145,N,TPCW,99,144,648,13,37,1
37674,17820,108,N,TPCW,103,144,1111,13,37,1
37710,21450,130,N,TPCW,121,144,732,13,37,1
37774,28875,175,N,TPCW,87,144,1938,13,37,1
37795,12705,77,N,TPCW,98,144,582,13,37,1
37858,14520,88,N,TPCW,94,144,822,13,37,1
37884,28050,170,N,TPCW,101,144,1417,13,37,1
