InvoiceID;CustID;SalesDate;ProdID;Amt;Qty;Discounted
45;18;09/16/2010;23;3032.9;13;false
45;18;09/16/2010;47;1698.6;12;false
46;27;09/15/2007;1;2969.5;18;false
46;27;09/15/2007;6;3820.1;11;false
46;27;09/15/2007;11;3188.7;9;false
46;27;09/15/2007;15;2223.8;14;false
46;27;09/15/2007;31;6132.1;15;false
46;27;09/15/2007;42;6716;12;false
46;27;09/15/2007;44;2948.4;15;false
46;27;09/15/2007;48;3515.4;10;false
47;8;10/31/2010;23;2099.7;9;false
47;8;10/31/2010;46;6740.4;13;false
48;20;04/17/2011;2;4078.2;8;false
48;20;04/17/2011;10;7276.6;13;false
48;20;04/17/2011;13;3438.3;8;false
48;20;04/17/2011;29;5580.9;11;false
48;20;04/17/2011;35;6220.5;11;false
48;20;04/17/2011;41;1725.6;10;false
49;16;09/17/2005;2;4078.2;8;false
49;16;09/17/2005;16;2765.8;6;false
49;16;09/17/2005;21;1131.9;2;false
49;16;09/17/2005;30;5099.8;18;false
50;34;06/04/2005;1;2969.5;18;false
50;34;06/04/2005;14;6879;16;false
50;34;06/04/2005;19;1742.4;14;false
50;34;06/04/2005;30;3683.2;13;false
50;34;06/04/2005;31;4088.1;10;false
50;34;06/04/2005;40;3813.5;19;false
51;21;04/01/2005;25;5205.1;18;false
51;21;04/01/2005;26;4520.2;16;false
51;21;04/01/2005;29;5580.9;11;false
51;21;04/01/2005;36;5074.7;11;false
51;21;04/01/2005;43;7425;15;false
51;21;04/01/2005;44;2751.8;14;false
52;21;06/03/2010;7;6544.9;15;false
52;21;06/03/2010;27;4046;12;false
53;3;11/09/2006;10;6716.9;12;false
53;3;11/09/2006;25;1735;6;false
53;3;11/09/2006;44;2555.3;13;false
53;3;11/09/2006;47;1840.2;13;false
54;8;05/26/2011;5;1419.2;5;false
54;8;05/26/2011;12;823.2;3;false
54;8;05/26/2011;24;894;3;false
54;8;05/26/2011;27;3708.9;11;false
55;4;03/13/2010;25;3180.9;11;false
55;4;03/13/2010;29;6088.2;12;false
55;4;03/13/2010;33;4748.4;12;false
55;4;03/13/2010;39;2107.6;7;false
55;4;03/13/2010;47;1840.2;13;false
55;4;03/13/2010;48;4921.6;14;false
56;3;04/22/2010;9;2364.5;8;false
56;3;04/22/2010;12;823.2;3;false
56;3;04/22/2010;19;373.4;3;false
56;3;04/22/2010;21;10187.1;18;false
56;3;04/22/2010;27;5731.9;17;false
56;3;04/22/2010;29;7102.9;14;false
56;3;04/22/2010;40;3412.1;17;false
57;34;06/23/2010;3;1985.7;8;false
57;34;06/23/2010;25;4915.9;17;false
57;34;06/23/2010;33;2374.2;6;false
58;17;03/03/2010;4;3010.9;12;false
58;17;03/03/2010;24;596;2;false
58;17;03/03/2010;34;2042.9;6;false
59;22;12/15/2007;9;2955.6;10;false
60;4;07/17/2009;25;5205.1;18;false
60;4;07/17/2009;30;4816.4;17;false
60;4;07/17/2009;48;6679.3;19;false
61;24;08/05/2005;6;6251;18;false
62;2;08/10/2007;6;2083.7;6;false
62;2;08/10/2007;9;4137.8;14;false
62;2;08/10/2007;36;6920.1;15;false
63;38;09/29/2008;4;2258.2;9;false
63;38;09/29/2008;14;859.9;2;false
63;38;09/29/2008;30;4816.4;17;false
64;14;03/16/2006;11;3188.7;9;false
64;14;03/16/2006;12;548.8;2;false
64;14;03/16/2006;18;7756.1;17;false
64;14;03/16/2006;19;1493.5;12;false
65;22;04/29/2009;20;1858.1;8;false
65;22;04/29/2009;23;3732.8;16;false
65;22;04/29/2009;28;7660.9;14;false
65;22;04/29/2009;30;4533.1;16;false
66;38;10/22/2011;13;8595.8;20;false
66;38;10/22/2011;34;4426.2;13;false
67;19;05/11/2009;1;824.9;5;false
67;19;05/11/2009;11;2125.8;6;false
67;19;05/11/2009;29;6088.2;12;false
67;19;05/11/2009;34;2042.9;6;false
67;19;05/11/2009;36;5997.4;13;false
67;19;05/11/2009;40;602.1;3;false
68;20;10/12/2011;3;1985.7;8;false
68;20;10/12/2011;35;3958.5;7;false
69;6;02/04/2005;4;2509.1;10;false
69;6;02/04/2005;16;6453.4;14;false
69;6;02/04/2005;21;3395.7;6;false
69;6;02/04/2005;30;4533.1;16;false
69;6;02/04/2005;46;7777.4;15;false
70;33;06/17/2005;1;2309.6;14;false
70;33;06/17/2005;7;872.7;2;false
70;33;06/17/2005;12;3292.7;12;false
70;33;06/17/2005;27;2697.4;8;false
70;33;06/17/2005;34;681;2;false
71;8;09/04/2009;9;4137.8;14;false
71;8;09/04/2009;26;565;2;false
71;8;09/04/2009;47;990.9;7;false
71;8;09/04/2009;48;2460.8;7;false
72;26;06/10/2009;9;2955.6;10;false
72;26;06/10/2009;16;3226.7;7;false
72;26;06/10/2009;29;3044.1;6;false
72;26;06/10/2009;30;1983.2;7;false
72;26;06/10/2009;43;8910;18;false
72;26;06/10/2009;45;4950.4;10;false
72;26;06/10/2009;47;283.1;2;false
73;11;03/16/2007;12;548.8;2;false
73;11;03/16/2007;17;1153.6;4;false
73;11;03/16/2007;22;1954.4;4;false
73;11;03/16/2007;43;5445;11;false
73;11;03/16/2007;47;2689.4;19;false
74;18;07/14/2009;6;2431;7;false
74;18;07/14/2009;21;7923.3;14;false
74;18;07/14/2009;45;9900.8;20;false
75;23;10/05/2010;6;2778.2;8;false
75;23;10/05/2010;9;2955.6;10;false
75;23;10/05/2010;10;5597.4;10;false
75;23;10/05/2010;33;2374.2;6;false
75;23;10/05/2010;37;1753.7;3;false
75;23;10/05/2010;46;3110.9;6;false
75;23;10/05/2010;48;3866.9;11;false
76;29;11/01/2008;14;7738.9;18;false
76;29;11/01/2008;16;2304.8;5;false
76;29;11/01/2008;34;4766.7;14;false
77;6;12/25/2005;7;3490.6;8;false
77;6;12/25/2005;9;4729;16;false
77;6;12/25/2005;11;1771.5;5;false
77;6;12/25/2005;12;1920.7;7;false
77;6;12/25/2005;19;248.9;2;false
77;6;12/25/2005;29;6088.2;12;false
77;6;12/25/2005;35;2827.5;5;false
77;6;12/25/2005;36;7381.4;16;false
78;30;11/13/2006;9;1477.8;5;false
78;30;11/13/2006;11;3188.7;9;false
78;30;11/13/2006;37;1753.7;3;false
78;30;11/13/2006;42;4477.4;8;false
78;30;11/13/2006;47;1698.6;12;false
79;9;08/12/2007;8;9349.3;16;false
79;9;08/12/2007;14;3009.6;7;false
79;9;08/12/2007;29;4058.8;8;false
79;9;08/12/2007;33;5935.5;15;false
80;22;11/08/2009;3;4219.6;17;false
80;22;11/08/2009;9;886.7;3;false
80;22;11/08/2009;24;5960;20;false
80;22;11/08/2009;28;4377.7;8;false
80;22;11/08/2009;36;7381.4;16;false
80;22;11/08/2009;38;2493.9;11;false
80;22;11/08/2009;48;2812.3;8;false
81;25;07/30/2010;11;5314.5;15;false
81;25;07/30/2010;18;5474.9;12;false
81;25;07/30/2010;37;1753.7;3;false
81;25;07/30/2010;42;8954.7;16;false
82;30;12/13/2007;27;1348.7;4;false
82;30;12/13/2007;30;5099.8;18;false
82;30;12/13/2007;41;2070.7;12;false
83;3;04/10/2008;13;2148.9;5;false
83;3;04/10/2008;17;5479.8;19;false
83;3;04/10/2008;23;3499.5;15;false
84;27;11/13/2005;4;3763.7;15;false
84;27;11/13/2005;16;3226.7;7;false
84;27;11/13/2005;17;2307.3;8;false
84;27;11/13/2005;19;2489.2;20;false
85;38;03/03/2005;16;8297.3;18;false
85;38;03/03/2005;21;6791.4;12;false
85;38;03/03/2005;23;1399.8;6;false
85;38;03/03/2005;34;681;2;false
86;7;06/02/2010;27;6406.2;19;false
86;7;06/02/2010;48;7030.8;20;false
87;30;02/03/2008;3;2730.3;11;false
87;30;02/03/2008;6;2083.7;6;false
87;30;02/03/2008;18;4106.2;9;false
87;30;02/03/2008;20;2090.3;9;false
87;30;02/03/2008;37;6430.3;11;false
87;30;02/03/2008;48;6327.7;18;false
88;32;11/14/2007;17;5768.2;20;false
88;32;11/14/2007;28;1094.4;2;false
88;32;11/14/2007;47;1981.7;14;false
89;24;10/04/2006;3;3226.7;13;false
89;24;10/04/2006;5;5392.8;19;false
89;24;10/04/2006;10;1119.5;2;false
89;24;10/04/2006;12;823.2;3;false
89;24;10/04/2006;17;3460.9;12;false
89;24;10/04/2006;21;1697.8;3;false
89;24;10/04/2006;38;4081;18;false
90;12;12/03/2005;17;4037.7;14;false
90;12;12/03/2005;27;3708.9;11;false
90;12;12/03/2005;29;4058.8;8;false
90;12;12/03/2005;42;6156.4;11;false
91;36;10/26/2005;11;708.6;2;false
91;36;10/26/2005;28;6019.3;11;false
91;36;10/26/2005;32;4922;12;false
91;36;10/26/2005;34;4085.8;12;false
91;36;10/26/2005;38;3400.8;15;false
91;36;10/26/2005;40;1003.5;5;false
92;8;07/09/2006;7;2618;6;false
92;8;07/09/2006;16;6453.4;14;false
92;8;07/09/2006;22;8795;18;false
92;8;07/09/2006;32;4511.9;11;false
92;8;07/09/2006;42;4477.4;8;false
93;13;07/30/2008;6;6945.6;20;false
93;13;07/30/2008;23;2333;10;false
93;13;07/30/2008;30;4249.8;15;false
93;13;07/30/2008;35;10744.5;19;false
94;34;01/08/2006;8;7012;12;false
94;34;01/08/2006;22;1465.8;3;false
94;34;01/08/2006;46;4147.9;8;false
94;34;01/08/2006;48;4921.6;14;false
95;21;08/01/2008;10;2239;4;false
95;21;08/01/2008;18;6387.4;14;false
95;21;08/01/2008;24;5662;19;false
95;21;08/01/2008;34;6809.6;20;false
95;21;08/01/2008;44;3931.2;20;false
96;34;02/01/2008;6;2083.7;6;false
96;34;02/01/2008;8;5843.3;10;false
96;34;02/01/2008;13;2578.7;6;false
96;34;02/01/2008;17;1730.5;6;false
96;34;02/01/2008;18;5474.9;12;false
96;34;02/01/2008;34;681;2;false
96;34;02/01/2008;37;7014.8;12;false
97;32;03/20/2007;27;3371.7;10;false
97;32;03/20/2007;31;4088.1;10;false
97;32;03/20/2007;32;2871.2;7;false
98;1;06/17/2010;2;3058.7;6;false
98;1;06/17/2010;30;1699.9;6;false
98;1;06/17/2010;34;6469.1;19;false
98;1;06/17/2010;36;6458.8;14;false
99;14;09/05/2008;27;3034.5;9;false
99;14;09/05/2008;28;8755.4;16;false
100;38;04/06/2005;11;6377.4;18;false
100;38;04/06/2005;22;6351.9;13;false
100;38;04/06/2005;25;1735;6;false
100;38;04/06/2005;27;6743.4;20;false
100;38;04/06/2005;33;1978.5;5;false
100;38;04/06/2005;42;8395;15;false
101;34;03/27/2009;7;6981.3;16;false
101;34;03/27/2009;16;6453.4;14;false
101;34;03/27/2009;28;2736.1;5;false
101;34;03/27/2009;34;5447.7;16;false
101;34;03/27/2009;39;2709.7;9;false
102;22;12/11/2006;7;4363.3;10;false
103;24;10/29/2011;17;1730.5;6;false
103;24;10/29/2011;25;578.3;2;false
103;24;10/29/2011;28;6566.5;12;false
103;24;10/29/2011;40;1605.7;8;false
103;24;10/29/2011;41;1380.5;8;false
103;24;10/29/2011;43;8415;17;false
104;6;12/10/2010;3;4219.6;17;false
104;6;12/10/2010;18;2281.2;5;false
104;6;12/10/2010;20;2090.3;9;false
104;6;12/10/2010;44;1572.5;8;false
105;1;01/07/2005;28;8208.1;15;false
105;1;01/07/2005;47;707.8;5;false
105;1;01/07/2005;48;5273.1;15;false
106;8;05/15/2010;1;1154.8;7;false
106;8;05/15/2010;25;2891.7;10;false
106;8;05/15/2010;26;4802.7;17;false
106;8;05/15/2010;28;1094.4;2;false
106;8;05/15/2010;41;2415.8;14;false
106;8;05/15/2010;48;7030.8;20;false
107;34;03/26/2007;7;872.7;2;false
107;34;03/26/2007;13;3008.5;7;false
107;34;03/26/2007;16;4148.6;9;false
107;34;03/26/2007;37;8768.5;15;false
107;34;03/26/2007;39;4215.1;14;false
108;7;02/04/2009;7;6544.9;15;false
109;38;09/20/2010;15;635.4;4;false
109;38;09/20/2010;16;1382.9;3;false
109;38;09/20/2010;22;6351.9;13;false
110;4;06/12/2008;1;2969.5;18;false
110;4;06/12/2008;25;4337.6;15;false
111;28;04/06/2006;3;3226.7;13;false
111;28;04/06/2006;7;7417.6;17;false
111;28;04/06/2006;23;1633.1;7;false
111;28;04/06/2006;45;990.1;2;false
111;28;04/06/2006;48;1757.7;5;false
112;23;05/30/2005;10;1119.5;2;false
112;23;05/30/2005;21;5093.6;9;false
112;23;05/30/2005;30;1133.3;4;false
112;23;05/30/2005;42;1679;3;false
112;23;05/30/2005;47;2123.2;15;false
113;34;07/08/2007;1;2144.6;13;false
113;34;07/08/2007;7;8290.3;19;false
113;34;07/08/2007;14;5159.3;12;false
113;34;07/08/2007;43;3465;7;false
113;34;07/08/2007;45;4455.4;9;false
114;31;02/24/2005;9;591.1;2;false
114;31;02/24/2005;15;2223.8;14;false
114;31;02/24/2005;19;373.4;3;false
114;31;02/24/2005;22;4397.5;9;false
115;11;10/14/2010;1;3134.4;19;false
115;11;10/14/2010;11;6023.1;17;false
115;11;10/14/2010;16;5531.5;12;false
115;11;10/14/2010;17;2307.3;8;false
115;11;10/14/2010;23;3032.9;13;false
115;11;10/14/2010;35;4524;8;false
116;32;11/22/2008;7;3927;9;false
116;32;11/22/2008;12;1920.7;7;false
116;32;11/22/2008;22;4397.5;9;false
116;32;11/22/2008;30;1416.6;5;false
116;32;11/22/2008;42;5037;9;false
116;32;11/22/2008;43;8415;17;false
116;32;11/22/2008;45;6435.5;13;false
117;37;03/19/2010;13;7306.4;17;false
117;37;03/19/2010;19;995.7;8;false
117;37;03/19/2010;43;6930;14;false
118;1;02/13/2008;3;2482.1;10;false
118;1;02/13/2008;4;4014.6;16;false
118;1;02/13/2008;8;1753;3;false
118;1;02/13/2008;12;2469.5;9;false
118;1;02/13/2008;18;5931.1;13;false
118;1;02/13/2008;30;1983.2;7;false
118;1;02/13/2008;34;2723.8;8;false
118;1;02/13/2008;42;10633.7;19;false
119;25;04/10/2007;15;953;6;false
119;25;04/10/2007;23;699.9;3;false
119;25;04/10/2007;24;5364;18;false
119;25;04/10/2007;33;2769.9;7;false
119;25;04/10/2007;36;922.7;2;false
119;25;04/10/2007;38;680.2;3;false
119;25;04/10/2007;42;3917.7;7;false
120;21;07/11/2008;2;1019.6;2;false
120;21;07/11/2008;9;886.7;3;false
120;21;07/11/2008;10;10075.3;18;false
120;21;07/11/2008;16;7375.4;16;false
120;21;07/11/2008;21;8489.2;15;false
120;21;07/11/2008;32;4511.9;11;false
120;21;07/11/2008;33;7122.6;18;false
120;21;07/11/2008;34;681;2;false
120;21;07/11/2008;38;2720.6;12;false
120;21;07/11/2008;45;2970.2;6;false
121;13;11/06/2006;14;859.9;2;false
121;13;11/06/2006;19;1742.4;14;false
121;13;11/06/2006;27;6743.4;20;false
121;13;11/06/2006;37;5261.1;9;false
121;13;11/06/2006;40;4014.2;20;false
122;21;09/17/2010;29;2029.4;4;false
122;21;09/17/2010;30;1699.9;6;false
122;21;09/17/2010;32;1640.7;4;false
123;29;10/18/2007;9;4729;16;false
123;29;10/18/2007;14;3439.5;8;false
123;29;10/18/2007;15;3176.8;20;false
123;29;10/18/2007;41;2415.8;14;false
124;25;10/14/2011;10;10635.1;19;false
124;25;10/14/2011;12;3567.1;13;false
124;25;10/14/2011;20;1858.1;8;false
124;25;10/14/2011;34;2723.8;8;false
124;25;10/14/2011;35;10179;18;false
124;25;10/14/2011;38;4534.4;20;false
124;25;10/14/2011;47;2123.2;15;false
125;15;02/27/2009;18;5931.1;13;false
125;15;02/27/2009;27;2023;6;false
125;15;02/27/2009;34;1021.4;3;false
126;10;02/03/2010;15;635.4;4;false
126;10;02/03/2010;18;5931.1;13;false
126;10;02/03/2010;28;1641.6;3;false
126;10;02/03/2010;32;2871.2;7;false
126;10;02/03/2010;39;5419.4;18;false
126;10;02/03/2010;40;2207.8;11;false
126;10;02/03/2010;42;6716;12;false
127;20;09/18/2006;2;6117.4;12;false
127;20;09/18/2006;37;11691.4;20;false
127;20;09/18/2006;38;906.9;4;false
127;20;09/18/2006;40;2207.8;11;false
127;20;09/18/2006;43;9900;20;false
127;20;09/18/2006;45;7920.6;16;false
128;8;05/01/2006;19;248.9;2;false
128;8;05/01/2006;21;3961.7;7;false
128;8;05/01/2006;22;1954.4;4;false
128;8;05/01/2006;23;2566.3;11;false
128;8;05/01/2006;36;8765.5;19;false
128;8;05/01/2006;45;1980.2;4;false
128;8;05/01/2006;48;2109.2;6;false
129;11;06/21/2007;2;2039.1;4;false
129;11;06/21/2007;12;2743.9;10;false
129;11;06/21/2007;14;3869.5;9;false
129;11;06/21/2007;25;2891.7;10;false
129;11;06/21/2007;38;906.9;4;false
129;11;06/21/2007;40;1204.3;6;false
130;34;12/10/2009;24;3874;13;false
130;34;12/10/2009;28;3830.5;7;false
130;34;12/10/2009;32;7793.2;19;false
130;34;12/10/2009;47;849.3;6;false
131;6;06/07/2007;1;1319.8;8;false
131;6;06/07/2007;16;6453.4;14;false
131;6;06/07/2007;35;6786;12;false
131;6;06/07/2007;38;453.4;2;false
131;6;06/07/2007;40;3211.4;16;false
132;5;12/14/2007;11;4960.2;14;false
132;5;12/14/2007;33;5144.1;13;false
132;5;12/14/2007;35;5089.5;9;false
132;5;12/14/2007;46;6221.9;12;false
132;5;12/14/2007;47;849.3;6;false
133;17;06/17/2007;28;7660.9;14;false
133;17;06/17/2007;30;1416.6;5;false
133;17;06/17/2007;37;2338.3;4;false
133;17;06/17/2007;38;1587;7;false
133;17;06/17/2007;47;283.1;2;false
134;30;02/09/2005;1;1154.8;7;false
134;30;02/09/2005;6;5209.2;15;false
134;30;02/09/2005;12;823.2;3;false
134;30;02/09/2005;16;921.9;2;false
134;30;02/09/2005;33;2769.9;7;false
134;30;02/09/2005;38;1587;7;false
