InvoiceID,Amt,Qty,Discounted,InvoiceSource,customer_SK,product_SK,SaleDate_SK,supplier_SK,Method_SK,OrderDate_SK
1471,659.9,4,N,TPCE,95,144,628,13,37,1
1494,2309.6,14,N,TPCE,108,144,983,13,37,1
1495,329.9,2,N,TPCE,105,144,1838,13,37,1
1523,1814.7,11,N,TPCE,103,144,1287,13,37,1
1532,494.9,3,N,TPCE,88,144,1632,13,37,1
1547,2309.6,14,N,TPCE,98,144,36,13,37,1
1548,2804.5,17,N,TPCE,93,144,637,13,37,1
1549,2969.5,18,N,TPCE,96,144,551,13,37,1
1563,2804.5,17,N,TPCE,104,144,54,13,37,1
1591,2969.5,18,N,TPCE,107,144,2000,13,37,1
1594,3299.4,20,N,TPCE,92,144,2017,13,37,1
1596,1979.6,12,N,TPCE,84,144,1874,13,37,1
1599,2474.6,15,N,TPCE,100,144,244,13,37,1
1611,2144.6,13,N,TPCE,90,144,2396,13,37,1
1626,2144.6,13,N,TPCE,90,144,758,13,37,1
1642,1484.7,9,N,TPCE,110,144,284,13,37,1
1643,3299.4,20,N,TPCE,120,144,1737,13,37,1
1647,494.9,3,N,TPCE,99,144,454,13,37,1
1651,659.9,4,N,TPCE,113,144,2006,13,37,1
1674,2969.5,18,N,TPCE,91,144,2332,13,37,1
1680,1484.7,9,N,TPCE,116,144,245,13,37,1
1708,494.9,3,N,TPCE,84,144,105,13,37,1
1709,1979.6,12,N,TPCE,89,144,643,13,37,1
1710,1154.8,7,N,TPCE,100,144,711,13,37,1
1726,1154.8,7,N,TPCE,81,144,528,13,37,1
1734,3134.4,19,N,TPCE,103,144,2232,13,37,1
1747,1154.8,7,N,TPCE,88,144,1325,13,37,1
1756,2474.6,15,N,TPCE,118,144,1050,13,37,1
1763,2309.6,14,N,TPCE,91,144,2012,13,37,1
1770,1649.7,10,N,TPCE,103,144,1952,13,37,1
1772,1484.7,9,N,TPCE,110,144,44,13,37,1
1779,1484.7,9,N,TPCE,96,144,1463,13,37,1
1781,1979.6,12,N,TPCE,120,144,1262,13,37,1
1783,2309.6,14,N,TPCE,121,144,1752,13,37,1
1785,2969.5,18,N,TPCE,101,144,1819,13,37,1
1790,1154.8,7,N,TPCE,111,144,1351,13,37,1
1806,2309.6,14,N,TPCE,98,144,1375,13,37,1
1816,1319.8,8,N,TPCE,119,144,1306,13,37,1
1817,1484.7,9,N,TPCE,91,144,1545,13,37,1
1819,824.9,5,N,TPCE,113,144,2250,13,37,1
1823,2474.6,15,N,TPCE,98,144,2490,13,37,1
1825,1649.7,10,N,TPCE,118,144,413,13,37,1
1826,2309.6,14,N,TPCE,88,144,1369,13,37,1
1828,1319.8,8,N,TPCE,82,144,500,13,37,1
1832,2969.5,18,N,TPCE,107,144,1232,13,37,1
1837,2969.5,18,N,TPCE,102,144,412,13,37,1
1856,2639.5,16,N,TPCE,84,144,541,13,37,1
1861,1319.8,8,N,TPCE,95,144,1890,13,37,1
1866,494.9,3,N,TPCE,81,144,16,13,37,1
1871,1484.7,9,N,TPCE,115,144,1965,13,37,1
1882,1649.7,10,N,TPCE,112,144,1894,13,37,1
1929,1154.8,7,N,TPCE,107,144,838,13,37,1
1938,494.9,3,N,TPCE,103,144,142,13,37,1
1943,1319.8,8,N,TPCE,115,144,574,13,37,1
1954,2309.6,14,N,TPCE,99,144,1935,13,37,1
1958,2474.6,15,N,TPCE,112,144,357,13,37,1
1967,2804.5,17,N,TPCE,96,144,1845,13,37,1
1970,1649.7,10,N,TPCE,102,144,1411,13,37,1
1977,3299.4,20,N,TPCE,121,144,50,13,37,1
1993,2309.6,14,N,TPCE,91,144,2116,13,37,1
2017,989.8,6,N,TPCE,88,144,927,13,37,1
2023,1814.7,11,N,TPCE,81,144,956,13,37,1
2024,3299.4,20,N,TPCE,111,144,388,13,37,1
2029,2639.5,16,N,TPCE,121,144,168,13,37,1
2043,2144.6,13,N,TPCE,86,144,2184,13,37,1
2049,2804.5,17,N,TPCE,94,144,2138,13,37,1
2051,1814.7,11,N,TPCE,117,144,1386,13,37,1
2066,1319.8,8,N,TPCE,90,144,2462,13,37,1
2087,3134.4,19,N,TPCE,109,144,688,13,37,1
2092,2969.5,18,N,TPCE,99,144,2268,13,37,1
2109,1484.7,9,N,TPCE,110,144,554,13,37,1
2119,2639.5,16,N,TPCE,82,144,1223,13,37,1
2133,824.9,5,N,TPCE,119,144,1812,13,37,1
2138,1649.7,10,N,TPCE,102,144,1626,13,37,1
2140,2144.6,13,N,TPCE,82,144,1299,13,37,1
2167,2144.6,13,N,TPCE,101,144,1456,13,37,1
2170,2639.5,16,N,TPCE,106,144,1671,13,37,1
2176,494.9,3,N,TPCE,117,144,4,13,37,1
2192,2969.5,18,N,TPCE,99,144,2156,13,37,1
2194,989.8,6,N,TPCE,83,144,965,13,37,1
2197,2969.5,18,N,TPCE,99,144,866,13,37,1
2210,494.9,3,N,TPCE,81,144,817,13,37,1
2237,659.9,4,N,TPCE,81,144,773,13,37,1
2238,2474.6,15,N,TPCE,115,144,834,13,37,1
2249,1649.7,10,N,TPCE,115,144,1859,13,37,1
2250,3134.4,19,N,TPCE,121,144,1522,13,37,1
2252,2969.5,18,N,TPCE,114,144,2220,13,37,1
2264,3134.4,19,N,TPCE,90,144,1557,13,37,1
2271,2804.5,17,N,TPCE,114,144,1051,13,37,1
2293,2144.6,13,N,TPCE,81,144,676,13,37,1
2294,2144.6,13,N,TPCE,116,144,624,13,37,1
2305,1484.7,9,N,TPCE,104,144,580,13,37,1
2311,494.9,3,N,TPCE,103,144,2205,13,37,1
2323,2474.6,15,N,TPCE,110,144,2279,13,37,1
2341,494.9,3,N,TPCE,98,144,2468,13,37,1
2355,989.8,6,N,TPCE,107,144,1206,13,37,1
2362,2474.6,15,N,TPCE,89,144,110,13,37,1
2367,2309.6,14,N,TPCE,92,144,1158,13,37,1
2373,2309.6,14,N,TPCE,105,144,2408,13,37,1
2402,2309.6,14,N,TPCE,99,144,1447,13,37,1
2410,2969.5,18,N,TPCE,83,144,1647,13,37,1
2470,824.9,5,N,TPCE,118,144,1761,13,37,1
2472,1814.7,11,N,TPCE,103,144,2458,13,37,1
2475,989.8,6,N,TPCE,118,144,2197,13,37,1
2481,1649.7,10,N,TPCE,90,144,2027,13,37,1
2483,1484.7,9,N,TPCE,101,144,348,13,37,1
2492,2309.6,14,N,TPCE,119,144,798,13,37,1
2506,1979.6,12,N,TPCE,118,144,899,13,37,1
2515,989.8,6,N,TPCE,111,144,344,13,37,1
2516,329.9,2,N,TPCE,112,144,985,13,37,1
2535,1154.8,7,N,TPCE,103,144,1524,13,37,1
2587,1979.6,12,N,TPCE,111,144,457,13,37,1
2592,3134.4,19,N,TPCE,112,144,2479,13,37,1
2608,2474.6,15,N,TPCE,108,144,1360,13,37,1
2609,659.9,4,N,TPCE,106,144,1830,13,37,1
2621,1979.6,12,N,TPCE,84,144,2410,13,37,1
2633,2639.5,16,N,TPCE,121,144,751,13,37,1
2641,1319.8,8,N,TPCE,109,144,705,13,37,1
2644,3134.4,19,N,TPCE,88,144,2419,13,37,1
2650,329.9,2,N,TPCE,92,144,2419,13,37,1
2662,494.9,3,N,TPCE,95,144,1959,13,37,1
2665,3134.4,19,N,TPCE,86,144,131,13,37,1
2668,824.9,5,N,TPCE,90,144,2066,13,37,1
2674,1979.6,12,N,TPCE,107,144,2008,13,37,1
2681,1979.6,12,N,TPCE,83,144,1312,13,37,1
2689,1814.7,11,N,TPCE,102,144,1022,13,37,1
2699,2309.6,14,N,TPCE,109,144,163,13,37,1
2709,2474.6,15,N,TPCE,98,144,827,13,37,1
2718,1319.8,8,N,TPCE,90,144,823,13,37,1
2740,1649.7,10,N,TPCE,95,144,1048,13,37,1
2743,2309.6,14,N,TPCE,114,144,1232,13,37,1
2747,1979.6,12,N,TPCE,90,144,2039,13,37,1
2750,1814.7,11,N,TPCE,115,144,2286,13,37,1
2767,824.9,5,N,TPCE,86,144,1981,13,37,1
2772,494.9,3,N,TPCE,95,144,383,13,37,1
2773,3299.4,20,N,TPCE,88,144,158,13,37,1
2778,3299.4,20,N,TPCE,101,144,743,13,37,1
2789,1649.7,10,N,TPCE,115,144,311,13,37,1
2809,2804.5,17,N,TPCE,89,144,1514,13,37,1
2810,989.8,6,N,TPCE,94,144,1648,13,37,1
2811,1154.8,7,N,TPCE,92,144,1762,13,37,1
2815,329.9,2,N,TPCE,120,144,336,13,37,1
2821,2309.6,14,N,TPCE,96,144,126,13,37,1
2834,824.9,5,N,TPCE,115,144,53,13,37,1
2843,2804.5,17,N,TPCE,112,144,1377,13,37,1
2881,1319.8,8,N,TPCE,83,144,1333,13,37,1
2887,824.9,5,N,TPCE,115,144,1970,13,37,1
2901,1649.7,10,N,TPCE,112,144,2495,13,37,1
2920,1484.7,9,N,TPCE,112,144,2165,13,37,1
2925,2474.6,15,N,TPCE,92,144,842,13,37,1
2954,2474.6,15,N,TPCE,109,144,771,13,37,1
2955,1814.7,11,N,TPCE,90,144,1123,13,37,1
2987,1484.7,9,N,TPCE,94,144,1747,13,37,1
2990,1319.8,8,N,TPCE,84,144,242,13,37,1
2993,1814.7,11,N,TPCE,103,144,975,13,37,1
3027,1649.7,10,N,TPCE,92,144,2315,13,37,1
3029,1154.8,7,N,TPCE,110,144,959,13,37,1
3050,2639.5,16,N,TPCE,114,144,1542,13,37,1
3058,1649.7,10,N,TPCE,92,144,20,13,37,1
3068,659.9,4,N,TPCE,91,144,2418,13,37,1
3078,659.9,4,N,TPCE,96,144,656,13,37,1
3079,659.9,4,N,TPCE,86,144,1959,13,37,1
3093,2969.5,18,N,TPCE,120,144,2128,13,37,1
3094,494.9,3,N,TPCE,120,144,504,13,37,1
3102,2474.6,15,N,TPCE,84,144,1400,13,37,1
3104,659.9,4,N,TPCE,116,144,475,13,37,1
3107,659.9,4,N,TPCE,111,144,1056,13,37,1
3108,2804.5,17,N,TPCE,111,144,685,13,37,1
3112,1979.6,12,N,TPCE,108,144,1660,13,37,1
3121,1979.6,12,N,TPCE,104,144,862,13,37,1
3128,659.9,4,N,TPCE,116,144,1728,13,37,1
3133,1649.7,10,N,TPCE,92,144,1234,13,37,1
3141,2474.6,15,N,TPCE,90,144,1993,13,37,1
3166,3299.4,20,N,TPCE,101,144,1952,13,37,1
3188,1484.7,9,N,TPCE,84,144,2107,13,37,1
3210,1979.6,12,N,TPCE,102,144,2143,13,37,1
3212,494.9,3,N,TPCE,100,144,111,13,37,1
3213,1154.8,7,N,TPCE,89,144,24,13,37,1
3216,659.9,4,N,TPCE,105,144,2121,13,37,1
3221,1979.6,12,N,TPCE,120,144,1631,13,37,1
3235,1814.7,11,N,TPCE,109,144,80,13,37,1
3237,2309.6,14,N,TPCE,107,144,496,13,37,1
3239,1979.6,12,N,TPCE,100,144,1063,13,37,1
3249,1319.8,8,N,TPCE,85,144,1841,13,37,1
3251,494.9,3,N,TPCE,117,144,605,13,37,1
3252,2474.6,15,N,TPCE,93,144,1452,13,37,1
3284,3299.4,20,N,TPCE,84,144,739,13,37,1
3301,3134.4,19,N,TPCE,105,144,871,13,37,1
3308,1814.7,11,N,TPCE,118,144,114,13,37,1
3349,2474.6,15,N,TPCE,84,144,331,13,37,1
3351,3299.4,20,N,TPCE,116,144,2384,13,37,1
3363,989.8,6,N,TPCE,108,144,1053,13,37,1
3386,494.9,3,N,TPCE,118,144,630,13,37,1
3397,824.9,5,N,TPCE,105,144,1419,13,37,1
3420,494.9,3,N,TPCE,86,144,656,13,37,1
3427,989.8,6,N,TPCE,86,144,2211,13,37,1
3434,2309.6,14,N,TPCE,111,144,2002,13,37,1
3440,1154.8,7,N,TPCE,86,144,2120,13,37,1
3444,1319.8,8,N,TPCE,84,144,1267,13,37,1
3446,1484.7,9,N,TPCE,109,144,1470,13,37,1
3487,3134.4,19,N,TPCE,93,144,1981,13,37,1
3488,1649.7,10,N,TPCE,118,144,1919,13,37,1
3495,3299.4,20,N,TPCE,114,144,1877,13,37,1
3511,2639.5,16,N,TPCE,84,144,2285,13,37,1
3524,1484.7,9,N,TPCE,121,144,434,13,37,1
3526,989.8,6,N,TPCE,108,144,102,13,37,1
3547,1649.7,10,N,TPCE,90,144,1372,13,37,1
3585,2969.5,18,N,TPCE,111,144,431,13,37,1
3591,824.9,5,N,TPCE,114,144,1562,13,37,1
3599,2144.6,13,N,TPCE,108,144,2417,13,37,1
3602,1814.7,11,N,TPCE,90,144,1182,13,37,1
3603,3134.4,19,N,TPCE,116,144,2267,13,37,1
3605,3134.4,19,N,TPCE,102,144,1653,13,37,1
3613,3134.4,19,N,TPCE,104,144,131,13,37,1
3634,494.9,3,N,TPCE,118,144,184,13,37,1
3640,989.8,6,N,TPCE,83,144,161,13,37,1
3647,2144.6,13,N,TPCE,100,144,2448,13,37,1
3654,1319.8,8,N,TPCE,113,144,162,13,37,1
3668,2474.6,15,N,TPCE,94,144,2195,13,37,1
3683,1979.6,12,N,TPCE,101,144,2020,13,37,1
3686,989.8,6,N,TPCE,103,144,1870,13,37,1
3704,1649.7,10,N,TPCE,119,144,1611,13,37,1
3718,1649.7,10,N,TPCE,121,144,371,13,37,1
3739,1814.7,11,N,TPCE,98,144,711,13,37,1
3757,2309.6,14,N,TPCE,89,144,1710,13,37,1
3758,1319.8,8,N,TPCE,85,144,1664,13,37,1
3766,1484.7,9,N,TPCE,111,144,1435,13,37,1
3775,824.9,5,N,TPCE,102,144,843,13,37,1
3778,1649.7,10,N,TPCE,96,144,1458,13,37,1
3780,1154.8,7,N,TPCE,109,144,568,13,37,1
3793,1814.7,11,N,TPCE,117,144,1934,13,37,1
3795,494.9,3,N,TPCE,116,144,1743,13,37,1
3811,824.9,5,N,TPCE,96,144,2166,13,37,1
3816,989.8,6,N,TPCE,110,144,945,13,37,1
3829,1484.7,9,N,TPCE,85,144,1138,13,37,1
3836,494.9,3,N,TPCE,81,144,1346,13,37,1
3851,2144.6,13,N,TPCE,109,144,1475,13,37,1
3858,494.9,3,N,TPCE,90,144,2380,13,37,1
3867,1814.7,11,N,TPCE,91,144,1169,13,37,1
3872,3299.4,20,N,TPCE,89,144,1956,13,37,1
3873,659.9,4,N,TPCE,100,144,209,13,37,1
3881,659.9,4,N,TPCE,95,144,507,13,37,1
3884,1814.7,11,N,TPCE,116,144,1444,13,37,1
3901,329.9,2,N,TPCE,121,144,1908,13,37,1
3904,1814.7,11,N,TPCE,81,144,2226,13,37,1
3905,1484.7,9,N,TPCE,93,144,1631,13,37,1
3919,1649.7,10,N,TPCE,118,144,856,13,37,1
3922,2639.5,16,N,TPCE,111,144,850,13,37,1
3951,1484.7,9,N,TPCE,112,144,1916,13,37,1
3968,824.9,5,N,TPCE,119,144,203,13,37,1
3969,824.9,5,N,TPCE,93,144,1988,13,37,1
3978,1154.8,7,N,TPCE,119,144,1049,13,37,1
3981,2969.5,18,N,TPCE,117,144,1796,13,37,1
3983,1154.8,7,N,TPCE,83,144,1886,13,37,1
3994,1979.6,12,N,TPCE,88,144,1664,13,37,1
3997,2309.6,14,N,TPCE,85,144,695,13,37,1
4002,2804.5,17,N,TPCE,96,144,262,13,37,1
4003,2804.5,17,N,TPCE,99,144,1202,13,37,1
4008,3299.4,20,N,TPCE,91,144,21,13,37,1
4033,2804.5,17,N,TPCE,112,144,957,13,37,1
4057,989.8,6,N,TPCE,95,144,2256,13,37,1
4058,3134.4,19,N,TPCE,109,144,1313,13,37,1
4064,2969.5,18,N,TPCE,100,144,176,13,37,1
4066,1979.6,12,N,TPCE,98,144,1667,13,37,1
4082,2474.6,15,N,TPCE,113,144,811,13,37,1
4088,989.8,6,N,TPCE,99,144,552,13,37,1
4105,329.9,2,N,TPCE,100,144,2239,13,37,1
4114,2474.6,15,N,TPCE,83,144,1711,13,37,1
4116,2969.5,18,N,TPCE,115,144,359,13,37,1
4123,329.9,2,N,TPCE,96,144,1962,13,37,1
4138,329.9,2,N,TPCE,112,144,1745,13,37,1
4143,2639.5,16,N,TPCE,113,144,2230,13,37,1
4149,1649.7,10,N,TPCE,108,144,719,13,37,1
4152,2804.5,17,N,TPCE,85,144,1812,13,37,1
4157,989.8,6,N,TPCE,98,144,349,13,37,1
4166,659.9,4,N,TPCE,84,144,1188,13,37,1
4187,2639.5,16,N,TPCE,107,144,2346,13,37,1
4188,329.9,2,N,TPCE,86,144,745,13,37,1
4191,2309.6,14,N,TPCE,85,144,2093,13,37,1
4201,1154.8,7,N,TPCE,89,144,1165,13,37,1
4203,1979.6,12,N,TPCE,100,144,321,13,37,1
4242,659.9,4,N,TPCE,104,144,363,13,37,1
4245,2969.5,18,N,TPCE,92,144,1595,13,37,1
4254,3299.4,20,N,TPCE,103,144,1642,13,37,1
4256,989.8,6,N,TPCE,86,144,1455,13,37,1
4265,2309.6,14,N,TPCE,115,144,2013,13,37,1
4268,3134.4,19,N,TPCE,104,144,2004,13,37,1
4271,2639.5,16,N,TPCE,102,144,1731,13,37,1
4273,1649.7,10,N,TPCE,117,144,2094,13,37,1
4275,1649.7,10,N,TPCE,120,144,389,13,37,1
4277,2804.5,17,N,TPCE,107,144,1007,13,37,1
4285,2639.5,16,N,TPCE,103,144,1698,13,37,1
4303,1154.8,7,N,TPCE,99,144,2468,13,37,1
4304,824.9,5,N,TPCE,114,144,1874,13,37,1
4311,2639.5,16,N,TPCE,100,144,798,13,37,1
4326,1814.7,11,N,TPCE,85,144,1148,13,37,1
4327,2804.5,17,N,TPCE,93,144,447,13,37,1
4350,2309.6,14,N,TPCE,108,144,1087,13,37,1
4365,2144.6,13,N,TPCE,94,144,495,13,37,1
4375,494.9,3,N,TPCE,101,144,1508,13,37,1
4385,1814.7,11,N,TPCE,108,144,450,13,37,1
4394,3299.4,20,N,TPCE,111,144,1164,13,37,1
4407,3299.4,20,N,TPCE,103,144,2226,13,37,1
4415,2969.5,18,N,TPCE,107,144,989,13,37,1
4429,494.9,3,N,TPCE,86,144,2077,13,37,1
4432,2969.5,18,N,TPCE,86,144,1243,13,37,1
4436,3299.4,20,N,TPCE,109,144,1808,13,37,1
4445,2969.5,18,N,TPCE,93,144,62,13,37,1
4449,2309.6,14,N,TPCE,100,144,736,13,37,1
4452,1319.8,8,N,TPCE,115,144,2397,13,37,1
4456,1319.8,8,N,TPCE,82,144,718,13,37,1
4484,1814.7,11,N,TPCE,92,144,461,13,37,1
4508,1979.6,12,N,TPCE,92,144,1921,13,37,1
4528,659.9,4,N,TPCE,115,144,135,13,37,1
4535,659.9,4,N,TPCE,104,144,55,13,37,1
4541,494.9,3,N,TPCE,108,144,1406,13,37,1
4549,824.9,5,N,TPCE,120,144,1934,13,37,1
4568,1319.8,8,N,TPCE,112,144,853,13,37,1
4571,329.9,2,N,TPCE,121,144,68,13,37,1
4611,2804.5,17,N,TPCE,117,144,812,13,37,1
4616,2144.6,13,N,TPCE,114,144,98,13,37,1
4622,2969.5,18,N,TPCE,120,144,1860,13,37,1
4640,329.9,2,N,TPCE,96,144,1221,13,37,1
4674,2144.6,13,N,TPCE,104,144,368,13,37,1
4682,3299.4,20,N,TPCE,81,144,1977,13,37,1
4685,2969.5,18,N,TPCE,100,144,1944,13,37,1
4687,1649.7,10,N,TPCE,110,144,1370,13,37,1
4711,2144.6,13,N,TPCE,106,144,1346,13,37,1
4724,1814.7,11,N,TPCE,82,144,2064,13,37,1
4737,329.9,2,N,TPCE,115,144,102,13,37,1
4745,1319.8,8,N,TPCE,112,144,1107,13,37,1
4754,1319.8,8,N,TPCE,86,144,1305,13,37,1
4756,989.8,6,N,TPCE,94,144,804,13,37,1
